,省份,城市,注册资本,公司名称,公司简称,邮箱列表,电话列表,标签
41198,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>党峪支局,中国邮政,276907989@qq.com,"['0315-6661383', '0315-6944507', '0315-6033371', '0315-32508819', '15603337113']",河北遵化市图书
41198,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>党峪支局,中国邮政,349893054@qq.com,"['0315-6661383', '0315-6944507', '0315-6033371', '0315-32508819', '15603337113']",河北遵化市图书
41199,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>西铺支局,中国邮政,zhpost6661928@163.com,"['0315-6661383', '0315-6087158']",河北遵化市图书
41199,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>西铺支局,中国邮政,29430976@qq.com,"['0315-6661383', '0315-6087158']",河北遵化市图书
41199,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>西铺支局,中国邮政,276907989@qq.com,"['0315-6661383', '0315-6087158']",河北遵化市图书
41200,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>东旧寨支局,中国邮政,zhpost6661928@163.com,"['0315-6661383', '0315-6066388', '0315-6088388']",河北遵化市图书
41200,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>东旧寨支局,中国邮政,294309765@qq.com,"['0315-6661383', '0315-6066388', '0315-6088388']",河北遵化市图书
41200,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>东旧寨支局,中国邮政,276907989@qq.com,"['0315-6661383', '0315-6066388', '0315-6088388']",河北遵化市图书
41201,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>建设路营业厅,中国邮政,zhpost6661928@163.com,"['0315-6629558', '0315-6661383', '15662955813', '0315-32929299']",河北遵化市图书
41201,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>建设路营业厅,中国邮政,294309765@qq.com,"['0315-6629558', '0315-6661383', '15662955813', '0315-32929299']",河北遵化市图书
41201,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>建设路营业厅,中国邮政,276907989@qq.com,"['0315-6629558', '0315-6661383', '15662955813', '0315-32929299']",河北遵化市图书
41211,河北省,唐山市,30万人民币,<em>遵化市</em>志音培训学校有限公司,志音培训,13832914882@163.com,['13832914882'],河北遵化市音乐
41212,河北省,唐山市,有限责任公司分公司(国有独资),唐山市新华书店有限责任公司<em>遵化</em>分公司,新华书店,1650530989@qq.com,['0315-6622816'],河北遵化市音乐
41212,河北省,唐山市,有限责任公司分公司(国有独资),唐山市新华书店有限责任公司<em>遵化</em>分公司,新华书店,zunhuashidian@163.com,['0315-6622816'],河北遵化市音乐
41230,河北省,唐山市,10万人民币,<em>遵化市</em>安坤泽华文化<em>艺术</em>交流有限公司,安坤泽华,18600209208@163.com,"['13171848889', '18600209208', '0315-6090929']",河北遵化市艺术
41230,河北省,唐山市,10万人民币,<em>遵化市</em>安坤泽华文化<em>艺术</em>交流有限公司,安坤泽华,lehuoyizu1@163.com,"['13171848889', '18600209208', '0315-6090929']",河北遵化市艺术
41236,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>分公司,中国邮政,zhpost6661928@163.com,['0315-6661383'],河北遵化市艺术
41236,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>分公司,中国邮政,294309765@qq.com,['0315-6661383'],河北遵化市艺术
41236,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>遵化市</em>分公司,中国邮政,276907989@qq.com,['0315-6661383'],河北遵化市艺术
41238,河北省,唐山市,3万人民币,<em>遵化市</em>星萃<em>艺术</em>中心,星萃艺术,1096462418@qq.com,['15027524722'],河北遵化市艺术
41244,河北省,唐山市,50万人民币,<em>遵化市</em>雪珍表演<em>艺术</em>团,雪珍表演,941058924@qq.com,"['15031573799', '15031576799']",河北遵化市艺术
41250,河北省,唐山市,40万人民币,<em>遵化市</em>众诚<em>培训</em>学校有限公司,众诚培训,1316312186@qq.com,"['18609948942', '15713416577']",河北遵化市培训
41251,河北省,唐山市,100万人民币,<em>遵化市</em>华彩明星<em>培训</em>学校有限公司,华彩明星,2365761443@qq.com,"['18832576658', '13503257558']",河北遵化市培训
41256,河北省,唐山市,20万人民币,<em>遵化市</em>博雅全优<em>培训</em>学校有限公司,博雅全优,976283741@qq.com,['15230900525'],河北遵化市培训
41263,河北省,唐山市,50万人民币,<em>遵化市</em>鹏龙汽车驾驶员<em>培训</em>学校,鹏龙汽车,378323624@qq.com,"['15369515999', '0315-7815888']",河北遵化市培训
41263,河北省,唐山市,50万人民币,<em>遵化市</em>鹏龙汽车驾驶员<em>培训</em>学校,鹏龙汽车,sihang1008@qq.com,"['15369515999', '0315-7815888']",河北遵化市培训
41265,河北省,唐山市,30万人民币,<em>遵化市</em>鸿鹄岭<em>培训</em>学校有限公司,鸿鹄岭,378896422@qq.com,"['15311887513', '18617532057', '13730503676']",河北遵化市培训
41266,河北省,唐山市,10万人民币,<em>遵化市</em>慧佳德职业技能<em>培训</em>学校有限公司,慧佳德,869032670@qq.com,['15081642202'],河北遵化市培训
41299,河北省,唐山市,100万人民币,<em>遵化市</em>爱乐<em>教育</em>科技有限公司,爱乐教育,wangyizhu1008@sina.com,['15830546565'],河北遵化市教育
41303,河北省,唐山市,5万人民币,<em>遵化</em>僮星<em>教育</em>科技有限公司,僮星教育,02512313@qq.com,"['15102512313', '15933422929']",河北遵化市教育
41303,河北省,唐山市,5万人民币,<em>遵化</em>僮星<em>教育</em>科技有限公司,僮星教育,623780103@qq.com,"['15102512313', '15933422929']",河北遵化市教育
41305,河北省,唐山市,1000万人民币,<em>遵化</em>依水阳光<em>教育</em>投资有限公司,依水阳光,dfysy1618@126.com,['0315-6681631'],河北遵化市教育
41310,河北省,唐山市,10万人民币,<em>遵化</em>东禹巨人<em>教育</em>科技有限公司,东禹巨人,531934939@qq.com,"['0315-6666683', '18332913521', '18633331458']",河北遵化市教育
41312,河北省,唐山市,50万人民币,<em>遵化市</em>睿虎<em>教育</em>科技有限公司,睿虎教育,1316312186@qq.com,['15713416577'],河北遵化市教育
41314,河北省,唐山市,20万人民币,<em>遵化市</em>易启<em>教育</em>科技有限公司,易启教育,2296446653@qq.com,['13582872187'],河北遵化市教育
41315,河北省,唐山市,20万人民币,<em>遵化</em>金童<em>教育</em>科技有限公司,金童教育,543756384@qq.com,['13513395870'],河北遵化市教育
41332,河北省,唐山市,50万人民币,<em>玉田县</em>祺韵信息咨询服务有限公司,祺韵信息,2815687482@qq.com,"['13383351075', '13931595998']",河北玉田县辅导
41333,河北省,唐山市,100万人民币,唐山锐晶创业孵化基地有限公司,锐晶创业,1328610828@qq.com,"['18931555500', '0315-6199100']",河北玉田县辅导
41361,河北省,唐山市,229.6万人民币,<em>玉田县</em>供销大厦有限公司,玉田县供,ytgxdscwb@163.com,"['0315-6112253', '0315-6115274', '13663359870']",河北玉田县图书
41365,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司潮洛窝邮政所,中国邮政,245544800@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县图书
41365,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司潮洛窝邮政所,中国邮政,77315802@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县图书
41366,河北省,唐山市,3000万人民币,<em>玉田</em>中燃能源发展有限公司,中燃能源,ytzrny@chinagasholdings.com,"['0315-6151098', '15930524515']",河北玉田县图书
41367,河北省,唐山市,150万人民币,<em>玉田县</em>龙禹油品销售有限公司,龙禹油品,804302088@qq.com,['0315-6490988'],河北玉田县图书
41367,河北省,唐山市,150万人民币,<em>玉田县</em>龙禹油品销售有限公司,龙禹油品,869613952@qq.com,['0315-6490988'],河北玉田县图书
41367,河北省,唐山市,150万人民币,<em>玉田县</em>龙禹油品销售有限公司,龙禹油品,784032275@qq.com,['0315-6490988'],河北玉田县图书
41369,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司大安镇邮政支局,中国邮政,245544800@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县图书
41369,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司大安镇邮政支局,中国邮政,77315802@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县图书
41380,河北省,唐山市,330万人民币,<em>玉田县</em>广电广播电视广告公司,广电,123019856@qq.com,"['0315-6111079', '13323299286', '13373572999', '0315-6113128']",河北玉田县音乐
41396,河北省,唐山市,20万人民币,<em>玉田县</em>龙跃文化传播有限公司,龙跃文化,773648834@qq.com,"['13582943319', '15032989681']",河北玉田县舞蹈
41403,河北省,唐山市,30万人民币,<em>玉田县</em>全优培训学校有限公司,全优培训,568143741@qq.com,"['15030508977', '15030508777']",河北玉田县舞蹈
41405,河北省,唐山市,100万人民币,<em>玉田县</em>花蕾文化艺术培训有限公司,花蕾文化,szswwj@163.com,"['15230994953', '15227770456']",河北玉田县舞蹈
41407,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司,中国邮政,245544800@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县艺术
41407,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司,中国邮政,77315802@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县艺术
41416,河北省,唐山市,50万人民币,<em>玉田县</em>金盛<em>艺术</em>品销售有限公司,金盛,66973898@qq.com,"['13832528388', '15833819766', '15612859866']",河北玉田县艺术
41417,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司窝洛沽邮政支局,中国邮政,245544800@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县艺术
41417,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司窝洛沽邮政支局,中国邮政,77315802@qq.com,"['0315-6125298', '0315-6112412']",河北玉田县艺术
41420,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司鼓楼东街邮政支局,中国邮政,245544800@qq.com,"['0315-6112876', '0315-6125298', '0315-6112412']",河北玉田县艺术
41420,河北省,唐山市,有限责任公司分公司(国有独资),中国邮政集团有限公司<em>河北</em>省<em>玉田县</em>分公司鼓楼东街邮政支局,中国邮政,77315802@qq.com,"['0315-6112876', '0315-6125298', '0315-6112412']",河北玉田县艺术
41425,河北省,唐山市,30万人民币,<em>玉田县</em>夏加儿<em>培训</em>学校有限公司,夏加儿,3331712317@qq.com,['18633157728'],河北玉田县培训
41435,河北省,唐山市,30万人民币,<em>玉田县</em>子墨<em>培训</em>学校有限公司,子墨培训,120723811@qq.com,['13184994613'],河北玉田县培训
41436,河北省,唐山市,30万人民币,<em>玉田县</em>高纬度<em>培训</em>学校有限公司,高纬度,15032521011@163.com,['15032521011'],河北玉田县培训
41439,河北省,唐山市,30万人民币,<em>玉田县</em>艺佳<em>培训</em>学校有限公司,艺佳培训,1316312186@qq.com,"['15713416577', '13931430628', '13991430628']",河北玉田县培训
41439,河北省,唐山市,30万人民币,<em>玉田县</em>艺佳<em>培训</em>学校有限公司,艺佳培训,32749151@qq.com,"['15713416577', '13931430628', '13991430628']",河北玉田县培训
41439,河北省,唐山市,30万人民币,<em>玉田县</em>艺佳<em>培训</em>学校有限公司,艺佳培训,3274915198@qq.com,"['15713416577', '13931430628', '13991430628']",河北玉田县培训
41440,河北省,唐山市,30万人民币,<em>玉田县</em>天娇<em>培训</em>学校有限公司,天娇培训,150696427@qq.com,['15333338787'],河北玉田县培训
41442,河北省,唐山市,30万人民币,<em>玉田县</em>金榜题名<em>培训</em>学校有限公司,金榜题名,chunhonghuashi@163.com,['15176613226'],河北玉田县培训
41444,河北省,唐山市,560万人民币,<em>玉田县</em>黑猫王农民专业合作社,黑猫王,heimaowang@126.com,"['13933399588', '0315-6485999', '13483503715', '0315-6481588']",河北玉田县高中
41469,河北省,唐山市,1000万人民币,<em>玉田县</em>启臻<em>教育</em>咨询有限公司,启臻教育,psmzy001@qq.com,"['13513067116', '18633983691']",河北玉田县教育
41475,河北省,唐山市,300万人民币,<em>河北</em>导氮知才<em>教育</em>科技有限公司,导氮知才,568251234@qq.com,['17731599952'],河北玉田县教育
41503,河北省,唐山市,50万人民币,唐山市<em>开平区</em>玖珑驾考服务有限公司,玖珑驾考,47656963@qq.com,['0315-3370878'],河北开平区考试
41504,河北省,唐山市,50万人民币,唐山市<em>开平区</em>玖珑摩托车驾考服务有限公司,玖珑,741098617@qq.com,['13463516161'],河北开平区考试
41505,河北省,唐山市,100万人民币,唐山市玖珑驾驶员培训有限公司,玖珑,47656963@qq.com,['0315-3370878'],河北开平区考试
